p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000869104907088	0.0240983382205	GO:0070469	c	2	respiratory chain	4519; 4536; 4539; 4540; 4537	ENSG00000198840; ENSG00000212907; ENSG00000198727; ENSG00000198763; ENSG00000198786	89	77
0.000884197602071	0.0642516924171	GO:0055093	b	3	response to hyperoxia	4508; 4519; 10533	ENSG00000198727; ENSG00000197548; ENSG00000198899	30	20
0.000884197602071	0.0923674930549	GO:0036296	b	4	response to increased oxygen levels	4508; 4519; 10533	ENSG00000198727; ENSG00000197548; ENSG00000198899	30	20
0.00098056270201	0.032243183076	GO:0003954	m	4	NADH dehydrogenase activity	4536; 4539; 4540; 4537	ENSG00000198840; ENSG00000212907; ENSG00000198763; ENSG00000198786	49	46
0.00098056270201	0.0099690541371	GO:0005747	c	4	mitochondrial respiratory chain complex I	4536; 4539; 4540; 4537	ENSG00000198840; ENSG00000212907; ENSG00000198763; ENSG00000198786	48	46
0.00098056270201	0.0099690541371	GO:0030964	c	4	NADH dehydrogenase complex	4536; 4539; 4540; 4537	ENSG00000198840; ENSG00000212907; ENSG00000198763; ENSG00000198786	48	46
0.00098056270201	0.0099690541371	GO:0045271	c	4	respiratory chain complex I	4536; 4539; 4540; 4537	ENSG00000198840; ENSG00000212907; ENSG00000198763; ENSG00000198786	48	46
0.00103356542259	0.0923674930549	GO:0006119	b	4	oxidative phosphorylation	4519; 4536; 4539; 4540; 4537	ENSG00000198840; ENSG00000212907; ENSG00000198727; ENSG00000198763; ENSG00000198786	89	80
0.00104067038355	0.0593182118621	GO:0042278	b	5	purine nucleoside metabolic process	477; 4508; 4509; 4519; 4536; 4539; 4540; 54541; 4537	ENSG00000198840; ENSG00000198727; ENSG00000198786; ENSG00000018625; ENSG00000212907; ENSG00000228253; ENSG00000168209; ENSG00000198763; ENSG00000198899	319	265
0.00107093744334	0.0240983382205	GO:0044455	c	2	mitochondrial membrane part	4508; 4509; 4519; 4536; 4539; 4540; 4537	ENSG00000198840; ENSG00000198727; ENSG00000198786; ENSG00000212907; ENSG00000228253; ENSG00000198763; ENSG00000198899	182	165
0.00134499869548	0.0923674930549	GO:0010043	b	4	response to zinc ion	706; 4501; 4502	ENSG00000187193; ENSG00000125148; ENSG00000100300	46	23
0.00145690052137	0.0923674930549	GO:0045333	b	4	cellular respiration	4508; 4509; 4519; 4536; 4539; 4540; 4537	ENSG00000198840; ENSG00000198727; ENSG00000198786; ENSG00000212907; ENSG00000228253; ENSG00000198763; ENSG00000198899	195	174
0.00150614613878	0.0240983382205	GO:1990204	c	2	oxidoreductase complex	4519; 4536; 4539; 4540; 4537	ENSG00000198840; ENSG00000212907; ENSG00000198727; ENSG00000198763; ENSG00000198786	100	87
0.00152679541498	0.0637734639238	GO:0009119	b	5	ribonucleoside metabolic process	477; 4508; 4509; 4519; 4536; 4539; 4540; 54541; 4537	ENSG00000198840; ENSG00000198727; ENSG00000198786; ENSG00000018625; ENSG00000212907; ENSG00000228253; ENSG00000168209; ENSG00000198763; ENSG00000198899	341	280
0.00179128794866	0.032243183076	GO:0016655	m	4	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	4536; 4539; 4540; 4537	ENSG00000198840; ENSG00000212907; ENSG00000198763; ENSG00000198786	61	54
0.00187700462976	0.0637734639238	GO:0097084	b	5	vascular smooth muscle cell development	3280; 6443	ENSG00000114315; ENSG00000163069	7	7
0.00187700462976	0.0116663812848	GO:0000778	c	5	condensed nuclear chromosome kinetochore	891; 5347	ENSG00000166851; ENSG00000134057	7	7
0.00189691752544	0.103382005137	GO:0010035	b	3	response to inorganic substance	388; 706; 891; 1316; 2937; 4501; 4502; 4519; 4540	ENSG00000187193; ENSG00000198727; ENSG00000198786; ENSG00000100300; ENSG00000125148; ENSG00000067082; ENSG00000143878; ENSG00000134057; ENSG00000100983	448	289
0.00233327625695	0.0116663812848	GO:0000794	c	5	condensed nuclear chromosome	891; 5347; 6790; 10609	ENSG00000166851; ENSG00000087586; ENSG00000141696; ENSG00000134057	80	58
0.00233576176166	0.123406079741	GO:0009116	b	4	nucleoside metabolic process	477; 4508; 4509; 4519; 4536; 4539; 4540; 54541; 4537	ENSG00000198840; ENSG00000198727; ENSG00000198786; ENSG00000018625; ENSG00000212907; ENSG00000228253; ENSG00000168209; ENSG00000198763; ENSG00000198899	364	298
0.00248691882427	0.0222414799616	GO:0004859	m	5	phospholipase inhibitor activity	302; 306	ENSG00000138772; ENSG00000182718	13	8
0.00278014372765	0.125210026869	GO:0007126	b	4	meiotic nuclear division	5347; 5890; 6790; 7153; 10609	ENSG00000141696; ENSG00000166851; ENSG00000087586; ENSG00000131747; ENSG00000182185	160	100
0.00297821515055	0.129850180564	GO:1901657	b	3	glycosyl compound metabolic process	477; 4508; 4509; 4519; 4536; 4539; 4540; 54541; 4537	ENSG00000198840; ENSG00000198727; ENSG00000198786; ENSG00000018625; ENSG00000212907; ENSG00000228253; ENSG00000168209; ENSG00000198763; ENSG00000198899	382	309
0.00315987449511	0.125210026869	GO:1903046	b	4	meiotic cell cycle process	5347; 5890; 6790; 7153; 10609	ENSG00000141696; ENSG00000166851; ENSG00000087586; ENSG00000131747; ENSG00000182185	165	103
0.00317735428023	0.0222414799616	GO:0008301	m	5	DNA binding, bending	7153; 55809	ENSG00000124496; ENSG00000131747	19	9
0.00320004486238	0.0637734639238	GO:0071396	b	5	cellular response to lipid	477; 706; 891; 6781; 7804; 9516; 4537	ENSG00000198840; ENSG00000159167; ENSG00000018625; ENSG00000189067; ENSG00000100300; ENSG00000157193; ENSG00000134057	384	200
0.00322785356228	0.0637734639238	GO:0055013	b	5	cardiac muscle cell development	891; 10533; 6443	ENSG00000197548; ENSG00000163069; ENSG00000134057	53	31
0.00322785356228	0.0637734639238	GO:0046686	b	5	response to cadmium ion	2937; 4501; 4519	ENSG00000187193; ENSG00000198727; ENSG00000100983	40	31
0.00394672853133	0.0473607423759	GO:0055102	m	4	lipase inhibitor activity	302; 306	ENSG00000138772; ENSG00000182718	18	10
0.00402947240568	0.133394212876	GO:0006818	b	4	hydrogen transport	477; 4508; 4509; 4519; 26503	ENSG00000198727; ENSG00000228253; ENSG00000198899; ENSG00000018625; ENSG00000119899	161	109
0.00420801933364	0.133394212876	GO:0055006	b	4	cardiac cell development	891; 6443; 10533	ENSG00000197548; ENSG00000163069; ENSG00000134057	56	34
0.00438466931141	0.107016594322	GO:0051087	m	3	chaperone binding	477; 3280; 3309; 10681	ENSG00000044574; ENSG00000069966; ENSG00000114315; ENSG00000018625	81	69
0.00438466931141	0.0637734639238	GO:0035051	b	5	cardiocyte differentiation	891; 3280; 10533; 6443	ENSG00000197548; ENSG00000114315; ENSG00000134057; ENSG00000163069	112	69
0.00440668098655	0.160109409178	GO:0070482	b	3	response to oxygen levels	891; 4508; 4519; 4540; 6781; 10533; 54541	ENSG00000198727; ENSG00000198786; ENSG00000159167; ENSG00000168209; ENSG00000134057; ENSG00000197548; ENSG00000198899	302	212
0.00479348167775	0.0637734639238	GO:0035404	b	5	histone-serine phosphorylation	891; 6790	ENSG00000087586; ENSG00000134057	11	11
0.00479348167775	0.0637734639238	GO:1990440	b	5	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	1388; 3309	ENSG00000213676; ENSG00000044574	12	11
0.00535082971612	0.107016594322	GO:0048306	m	3	calcium-dependent protein binding	302; 306; 6275	ENSG00000196154; ENSG00000138772; ENSG00000182718	56	37
0.00535519901201	0.0637734639238	GO:0009259	b	5	ribonucleotide metabolic process	477; 4508; 4509; 4519; 4536; 4539; 4540; 54541; 4537	ENSG00000198840; ENSG00000198727; ENSG00000198786; ENSG00000018625; ENSG00000212907; ENSG00000228253; ENSG00000168209; ENSG00000198763; ENSG00000198899	509	338
0.00556168374806	0.0637734639238	GO:0006163	b	5	purine nucleotide metabolic process	477; 4508; 4509; 4519; 4536; 4539; 4540; 54541; 4537	ENSG00000198840; ENSG00000198727; ENSG00000198786; ENSG00000018625; ENSG00000212907; ENSG00000228253; ENSG00000168209; ENSG00000198763; ENSG00000198899	517	340
0.00571607610443	0.178014941538	GO:0039694	b	3	viral RNA genome replication	7153; 10533	ENSG00000197548; ENSG00000131747	14	12
0.00571607610443	0.0637734639238	GO:0051900	b	5	regulation of mitochondrial depolarization	706; 2730	ENSG00000023909; ENSG00000100300	17	12
0.00571607610443	0.0637734639238	GO:0006750	b	5	glutathione biosynthetic process	2730; 2937	ENSG00000023909; ENSG00000100983	17	12
0.00571607610443	0.0637734639238	GO:0070193	b	5	synaptonemal complex organization	5347; 10609	ENSG00000166851; ENSG00000141696	22	12
0.00571607610443	0.0637734639238	GO:0039703	b	5	RNA replication	7153; 10533	ENSG00000197548; ENSG00000131747	14	12
0.00585161761417	0.0637734639238	GO:0009895	b	5	negative regulation of catabolic process	302; 891; 5347; 10533; 11065; 54541	ENSG00000168209; ENSG00000166851; ENSG00000182718; ENSG00000175063; ENSG00000197548; ENSG00000134057	208	169
0.00604802273157	0.0725762727788	GO:0030496	c	2	midbody	302; 3309; 5347; 6790; 115098	ENSG00000166851; ENSG00000087586; ENSG00000007080; ENSG00000044574; ENSG00000182718	128	120
0.00618126429938	0.0637734639238	GO:0071248	b	5	cellular response to metal ion	706; 891; 4501; 4502	ENSG00000187193; ENSG00000134057; ENSG00000100300; ENSG00000125148	123	76
0.00620651936712	0.0637734639238	GO:0045132	b	5	meiotic chromosome segregation	5347; 7153; 10609	ENSG00000166851; ENSG00000131747; ENSG00000141696	64	39
0.00666320319796	0.0637734639238	GO:0070252	b	5	actin-mediated cell contraction	477; 6781; 7431	ENSG00000026025; ENSG00000159167; ENSG00000018625	62	40
0.00668846340521	0.192749354496	GO:0019693	b	4	ribose phosphate metabolic process	477; 4508; 4509; 4519; 4536; 4539; 4540; 54541; 4537	ENSG00000198840; ENSG00000198727; ENSG00000198786; ENSG00000018625; ENSG00000212907; ENSG00000228253; ENSG00000168209; ENSG00000198763; ENSG00000198899	522	350
0.00671299620251	0.0839124525314	GO:0000940	c	3	condensed chromosome outer kinetochore	891; 5347	ENSG00000166851; ENSG00000134057	13	13
0.00671299620251	0.0839124525314	GO:0045263	c	3	proton-transporting ATP synthase complex, coupling factor F(o)	4508; 4509	ENSG00000228253; ENSG00000198899	13	13
0.00671299620251	0.0604169658226	GO:0016881	m	4	acid-amino acid ligase activity	2730; 2937	ENSG00000023909; ENSG00000100983	19	13
0.00671299620251	0.0637734639238	GO:0060251	b	5	regulation of glial cell proliferation	706; 3280	ENSG00000114315; ENSG00000100300	17	13
0.00671299620251	0.0637734639238	GO:0006607	b	5	NLS-bearing protein import into nucleus	3838; 3841	ENSG00000196911; ENSG00000182481	14	13
0.00706888294811	0.191410305564	GO:0055085	b	3	transmembrane transport	477; 1375; 2495; 3958; 4508; 4509; 4519; 55508; 5576; 6781; 10681; 79939; 80228; 84061; 26503	ENSG00000114302; ENSG00000198727; ENSG00000205560; ENSG00000018625; ENSG00000175782; ENSG00000159167; ENSG00000228253; ENSG00000119899; ENSG00000167996; ENSG00000069966; ENSG00000127526; ENSG00000131981; ENSG00000160991; ENSG00000102158; ENSG00000198899	1336	771
0.007782748094	0.0709786626173	GO:0051882	b	5	mitochondrial depolarization	706; 2730	ENSG00000023909; ENSG00000100300	21	14
0.00790365982277	0.208132323362	GO:0051321	b	4	meiotic cell cycle	5347; 5890; 6790; 7153; 10609	ENSG00000141696; ENSG00000166851; ENSG00000087586; ENSG00000131747; ENSG00000182185	201	128
0.0080644611337	0.107526148449	GO:0016651	m	3	oxidoreductase activity, acting on NAD(P)H	4536; 4539; 4540; 4537	ENSG00000198840; ENSG00000212907; ENSG00000198763; ENSG00000198786	106	82
0.00869458880774	0.0753570345929	GO:0051129	b	5	negative regulation of cellular component organization	302; 891; 3958; 5216; 5347; 6790; 7431; 10533; 11065; 56937	ENSG00000166851; ENSG00000182718; ENSG00000026025; ENSG00000124225; ENSG00000175063; ENSG00000087586; ENSG00000131981; ENSG00000108518; ENSG00000197548; ENSG00000134057	557	431
0.00892385935969	0.0753570345929	GO:0051984	b	5	positive regulation of chromosome segregation	891; 5347	ENSG00000166851; ENSG00000134057	15	15
0.00912464365786	0.191410305564	GO:0015980	b	3	energy derivation by oxidation of organic compounds	4508; 4509; 4519; 4536; 4539; 4540; 5576; 4537	ENSG00000198840; ENSG00000114302; ENSG00000198727; ENSG00000198786; ENSG00000212907; ENSG00000228253; ENSG00000198763; ENSG00000198899	380	304
0.00930598059095	0.191410305564	GO:0006091	b	3	generation of precursor metabolites and energy	4508; 4509; 4519; 4536; 4539; 4540; 5576; 54541; 4537	ENSG00000198840; ENSG00000114302; ENSG00000198727; ENSG00000198786; ENSG00000212907; ENSG00000228253; ENSG00000168209; ENSG00000198763; ENSG00000198899	466	369
0.00962119673431	0.208132323362	GO:0072521	b	4	purine-containing compound metabolic process	477; 4508; 4509; 4519; 4536; 4539; 4540; 54541; 4537	ENSG00000198840; ENSG00000198727; ENSG00000198786; ENSG00000018625; ENSG00000212907; ENSG00000228253; ENSG00000168209; ENSG00000198763; ENSG00000198899	563	371
0.00990818280955	0.208132323362	GO:0010038	b	4	response to metal ion	706; 891; 2937; 4501; 4502; 4519	ENSG00000187193; ENSG00000198727; ENSG00000100300; ENSG00000125148; ENSG00000134057; ENSG00000100983	298	189
